source_file	line	flag	text
014.复六叔.txt	9	risk	　　我们是乱世的幸存者，也是见证者。人间的苦难并非“过去就让它过去”就完了，有这种心态的人，是弱者，也是没有正义感的逃世者。在人间的苦难中，我们虽然未能免于被波及、被牺牲，但是由于我们的顽强和不屈，我们仍有办法使这些遭际化为积极的收场。例如，六叔在长春被围那一幕，这是多么动人的自传！乍看起来，打死饿死那么多人，只不过是过去的事了，但是只要我们去努力，就知道它并没过去，还各有各的不幸，为人间以昭来兹。托尔斯泰说所有家庭幸福皆同但不幸各异，单就长春围城看，便例证无穷。前些日子，彭克立将军到我家来看我，他正是当年守长春的新七军三十八师副师长，兵败被俘后，仍忠贞不贰，抛却妻孥，千辛万苦投奔台湾。可是一到台湾，却被诬通敌下狱，饱受刑求，在狱二十五年后，蒋死始得释放，被安置在老人院中，与难友三十八师一一三团团长曾长云相依为命。后来曾长云死了，彭克立携曾长云骨灰日前返乡（湖南）。临行前我送他一些钱，先是收了，后来被老人院中“指导员”警告，几天后乃又退回。关于他的冤狱，他虽透露一些，但是重要文件，仍不敢拿出，可见“积威约之渐”也。像彭克立这种遭际，岂不正是长春围城“并没过去”的外一章吗？如今新七军军长李鸿中将出狱后中风卧床，不能言语；一一三团团长曾长云上校出狱后衰病侵寻，命丧他乡，只剩彭克立一个“活口”，拄杖携老友骨灰回大陆看女儿（太太已死），这一遭际，岂不太动人了吗？（彭克立出狱后，偷偷打工，存了一点钱，得以有返乡之资。）他临走前还欲说还休，怕别生枝节，不让他成行，我看他走出我家家门，走进电梯的背影，真是百感交集。我觉得彭克立的遭际，该有更积极的收场，如果资料齐全，能为他详细写点东西，该多好！（彭克立与六叔同在长春，立场亦异，但风云际合，偶成交汇，然后各自东西，这也正是小说题材。）
016.迟来的澄清.txt	9	risk	　　顷接最高法院1988年度台上字第3360号判决书，确定萧孟能八年前控告李敖的所谓侵占案，乃是一件诬告。如今萧孟能自食诬告之果，被判徒刑，不能易科罚金。
016.迟来的澄清.txt	19		　　四、三推事竟代栽证据——三推事说：“自诉人复因委任被告处理一切事务而于备忘录中列入该支票款。”所谓“备忘录”，其实从未给李敖，萧孟能也提不出给李敖的证据。按萧孟能全部委任共二十三项，为萧孟能书面提出，为李敖所是认，但其中并无代催讨十三张支票的委任，如果有的话，萧孟能为什么不列出？法官如此代栽证据，罗织人罪，真古今所无也！
017.《乌鸦评论》及其他.txt	97		　　《乌鸦评论》告停，实因办周刊类多三十人以上编制，而我则“一脚踢”，苟身体跟不上，即虞脱期，办了二十四期，颇觉贻误他事，如《千秋评论》即受影响。或如老弟所说，周刊最重要，但作为媒体，月出一册者如开风气，亦堪用也。此由《文星》以至Playboy皆为月刊可知也。主要的问题是：举岛若狂、全民俗化、一噢十咻、清音难显。我一生致力于“山水有清音”“浊世有清音”，但清音之下，人益孤立，而社会俗化之速，排山倒海。我个人虽天行有常，但桀亡之世，难收拾也。所以我个人只是力持原则、努力不懈而已，诸葛亮说：成败利钝、非个人之明所能逆睹，我则早就逆睹我李敖一生所为，难大显于当代。我之为文每道耶稣者，以耶稣死时，只孤零零一人，其显乃在身后也。古来凡为先知者，下场都不堪闻，我还算是走运的，得以伏尔泰式文采、财力、风流及恶作剧，聊与俗人不偕于残山剩水间，鞠躬尽瘁，死而后已，绝不默尔，亦不自惜也。
024.再致新闻评议会.txt	13	risk	　　三、《自由时报》方面，在收到我的辩驳书以后，曾辗转分别托胡慧玲小姐、曾心仪小姐向我“关说”，表示抱歉。我分别告诉她们，何必口头抱歉呢？只要依法登出辩驳书，不就结了？我又告诉她们，1984年《暖流》杂志1月号里，有《雷震日记风波》一文，其中又无知又邪恶的诬指胡虚一先生“在雷震不知情的情况下”“私下影印保存”雷震日记，事实上，那一影印，是得到雷震老先生同意的。可是，当胡虚一先生写去辩驳书要他们刊登的时候，他们却悍然不理。后来在一次所谓纪念殷海光先生的学术座谈会上，胡虚一先生上厕所，厕所里碰到《暖流》杂志的负责人司马文武，司马文武乃在一边小便时一边向胡虚一先生道了歉。一个笑话说，张三公开在街上骂了李四，发现骂错了，正好在厕所碰到李四，乃私下向李四道歉。李四说：“我愿你私下在厕所骂我，公开在街上向我道歉。”看到司马文武对胡虚一先生的态度，我想到这种“厕所里的道歉”，其实正是今日新闻从业人员的普遍习性。他们闯了祸、公开伤害了别人，可是总想不要公开道歉，以护其短，这是很不磊落、很不知过能改的态度，我是看不过去的。因此要同他们计较。上次《自立晚报》诽谤了我，吴丰山就来我家登门道歉，我就是不答应，非逼他们依法登报道歉不可。我这一态度，是逼他们尊重《中国新闻记者信条》《中华民国报业道德规范》、也逼他们遵守《出版法》。——以上我对两位小姐的讲话，因与本案有关，并且也与贵会要求新闻界恪守职业道德立场不谋而合，特为表明。
024.再致新闻评议会.txt	15	risk	　　四、在我寄出致贵会信后五天，《自由时报》社长颜文闩来信，附以所谓更正二份。但细查其所谓更正，全违《出版法》第15条应有之形式与程序，内容与实质亦了无诚意、敷衍搪塞。何况我既寄达辩驳书在先，又何能以此种所谓更正代之？更耐人寻味的是，在我从市面上买到的和订阅的11月1日《自由时报》中，第二版上，都没有更正的那一小块，反倒是颜文闩附寄来的那天第二版上，抽掉了一则新闻的尾部，登出了那一小块。而以《自由时报》的发行量，尚不达改版的气派；纵使改版，也不能改到更正上面也。所以，我有理由怀疑，我看到的更正，是“特制品”，这种忽有忽无若隐若现的更正，真不知善意何在？想当年盛传袁世凯所看到的报纸，都是蒙混他的“特制品”，我不甘做袁世凯，想贵会诸公也不甘做袁世凯，为恐贵会不察，被该报以蒙混之“特制品”前来，以为答辩，特为提醒，并附证据（一、颜文闩来信；二、颜文闩寄来的11月1日《自由时报》第二版；三、市面买到的11月1日《自由时报》第二版；四、李敖写《给颜文闩一个教训》）四件，并请明察。
026.花老犹见燕归迟.txt	9		　　美国大企业家罗氏之子小罗克韦尔（Willard F. Rockwell Jr.）说：“闻道是子不如父，则父子两人必有一人出了毛病。我一生狂热工作，就是要证明我父亲没有毛病。”此言甚逗，看到老兄成绩斐然，益信罗氏之子其言不虚。
027.寄傅在峰.txt	5		　　在中台医专的讲演，由于你的细心、周到、设计，使我有了一次难忘的人生经历，陈静芳、廖美翔在车站接我，手持黄夹以为辨识，好像是间谍片的镜头。车上山前，路过那座大关公像，经历尤属壮观。我只是在火车上看到那大关公像多次，万万没想到那天就路过它脚下，并且是突然路过的，抬头一看，原来关老爷赫然在焉。又恐怖又丑陋——在大陆盖庙，绝没有把神像盖在房顶上的，但台湾却随处可见，大概这也算台湾文化之一也，真糟糕之至！台湾的庙宇盖得太丑了，几个月前同老友爬山，看到北投的所谓情人庙，集众丑之大成，简直不忍卒看。我真优虑一旦人民水准提升、审美眼光改进时，这些遍地淫祠可怎么办？包括中正纪念堂在内，要拆起来，可真要大费手脚呢！我建议你在医疗的放射工作以外，不妨百尺竿头，再研究一下强力的“镭射爆破术”（这五个字是我胡诌的），以备他年拆除中正纪念堂等淫祠之需，届时功德无量，定在柏拉图之上，你说是吗？
031.中央研究院史语所岂可掩护李济、许倬云！.txt	35		　　一、你们是所谓“国家最高研究机关”，虽然也是衙门，但基本礼貌与教养，因为有“斯文在兹”的味道，理应比别的衙门像样一点，以垂范式。但是，看到你们用这种态度、这种称呼对待别人，真觉得你们的管理太腐败了。固然贵所的腐败，非一日之腐，早在李济、许倬云当道时即开其端，但是，先生今日既主持贵所，而不能力矫其弊，自然出了问题，也就责无旁贷。
031.中央研究院史语所岂可掩护李济、许倬云！.txt	37		　　二、贵所既公开出版《中国上古史专论丛刊》，为什么是“非卖品”，而要规定向先生“申请赠送”？查此种所谓学术研究著作，并非见不得人之机密文件，究竟有何必要与根据，要花公家钱，却不让公家因发售而有以回收？为何贵所其他出版品却对外发售？查这一专论丛刊的计划，前由许倬云主持，耗费公帑年复一年，但迄未按进度成书，此在《王世杰日记》中，迭有烦言。拟请先生惠予答复此中内情与稽迟原委，以免人言啧啧，咸谓先生或在包庇许倬云也。此请
031.中央研究院史语所岂可掩护李济、许倬云！.txt	65		　　第二、所谓“或因该书之出版费用系由某基金会资助，有承诺之故”，也是站不住的推测。因为该书书名页上明写是由“中央研究院历史语言研究所中国上古史编辑委员会编刊”，书名页背后明写“本专论之撰述承中华教育文化基金会董事会创议并予支持特此志谢”，则基金会乃堂堂支持推广学术的团体，并非“某”得见不了人，更非“某”得把钱乱花，印出书来却禁止公开发行者。何况该基金会也只是“经济协助”而已，出的只是稿费。该书的真正编刊，还是动员了“在王院长指示下”的“历史语言研究所同人”，这在“1971年4月18日”中国上古史编辑委员会的《〈中国上古史〉编辑计划的缘起及其进行的过程》一文中，早已言之綦详。史语所既是拿公帑的机关，岂可花公帑养人编书印书却对外有不得发行“承诺”之理？管东贵所长不知彻查此事，反倒敷衍为答，这是闪躲的、不负责的态度。
033.休做台北落荒人，应做云南望乡鬼.txt	19		　　老太自昆明返台北，大有白居易《新丰折臂翁》诗中“从兹始免征云南”之慨！本来是“应做云南望乡鬼”的，如今重走台北敦化南路红砖之上，意气风发，不似八十老妇。两个月前，我的四个朋友，都在一月之间，死了八十老娘，我笑谓老太：“别人的妈跟你同岁，都死了，你有何感想？”老太笑答曰：“我身体好得很呢！我跟你一起死！”
036.天天是秋后.txt	7	risk	　　国民党政府欺人太甚，蒋家三代死后，其余孽犹奉神主以欺苍生，前造所谓叛乱案，共达两万九千四百零七件，至今无一件平反或救济，比诸共产党在“文革”后，把冤案、假案、错案大力平反和救济来，差人远矣。即使对张学良、孙立人，也只是象征性“祝寿”了事，不敢追究蒋家逼人迫害真相，国民党政府自李登辉以下，小鼻子小眼睛的小局面，于此可见一斑。
038.答胡虚一老兄书.txt	7		　　我写此信给兄，不是乞兄将弟信发表于《求是报》上，以资炫耀，请兄大可不必对弟作“汝投稿以五百字为限，否则不作处理”之规定。（想兄初办“万岁”书刊之际，蒙邀撰稿，不仅无任何限制规定，且要弟尽量多写，不拘字数，大有“韩信用兵，多多益善”之概！而今几何，前后情况，真是不可同日而语矣。语云：三十年河东，三十年河西，风水轮流转，世俗人情跟着变。自“万岁”创刊，到《求是报》问世，流年不过七载有余，七年之时移势变，对兄之主编书刊之影响，要亦可谓大矣！）
038.答胡虚一老兄书.txt	27		　　所谓“送礼”、所谓“修坟”（胡虚一）
038.答胡虚一老兄书.txt	31		　　在蒙赠阅之《李敖千秋评论丛书》第一〇二册上，读到我兄《时闻杂写》大文内，有专段评责弟回大陆探亲“除大送其礼外，还为亲人修新坟”之不是。古人有“闻过则喜”教言，弟心至为向往。至于兄笑我的话：“你在台湾一穷二白，要朋友照顾才能生活。我们有否安葬之地，都不可知；还花朋友送的钱，大修祖坟，这可太妙了。”更使我大感惶愧！
038.答胡虚一老兄书.txt	33		　　记得前年5月底，大陆探亲返台后，曾向我兄报告大陆探亲之行时，并说到因为离别家乡垂四十年，所谓“少小离家老大回”，故对各处骨肉亲人，略为各赠薄金（尤其诸从未谋面之新生代晚辈亲人），权做“鹅毛意思”的见面礼；以及由亲人陪伴到四十年未去的先人祖坟山扫墓，决定将先父母两坟合冢立碑等情，皆属无法避俗的不得已而为之的事。今读大文专段评责之言：所谓“大送其礼”，所谓“为亲人修新坟”，所谓“还花朋友送的钱，大修祖坟”等语，窃觉不免言过其实（弟虽长育华容小康世家，但从无纨绔子弟轻浮虚骄恶习。尤其抗战后期四年，家乡陷敌，十三岁便只身在穷乡僻野之学校过流亡学生生活，在饱受穷苦艰困之下，更养成刻苦耐劳、逆来顺受的安贫守穷精神，绝不敢有“打肿脸充胖子”之虚荣骄气也。以此我前年去大陆探亲，旅次途中，尽量不以“台湾同胞”姿态出现，免被大陆同胞误会我是“多金台湾同胞”也。凡此我的家人乡人可为我作证。我曾由两位晚辈亲人伴游长沙、北京等地，都由亲人安排住在最省钱的招待所。在北京便住的以铺位计价的大房间，每铺每天人民币十五元，三人每天合计人民币四十五元，和许多旅游北京长城的“探亲台湾同胞”住一天要外汇券一百十几到两百的大宾馆房间相比，则我这名“台湾同胞”真是寒碜之至了。惟我的亲人却对我不以“台湾同胞”有钱人自居的情形，深表敬佩，连招待所同住大房间内的大陆旅客，知我来自台湾，见我俭朴如此，亦表称许。在北京最为“奢侈的一次花费”，是和表侄两人花了人民币九元，坐三轮车逛北京市大街，因为公车电车和地铁都拥挤，我们挤进公车内，无法看清北京市容街景。故我决定花“巨资”坐一趟长程三轮车，好好浏览一番。原想坐马车的，但两人坐马车耗资太贵，便放弃了）。
038.答胡虚一老兄书.txt	37	risk	　　一、所谓“大送其礼”，我何敢如此！因我到大陆的探亲费用，由兄、殷太太、陈宏正兄、家嫂等乡亲赠金，及辅导会资助钱，合有不到七万元新台币，再加上我在邮局的一点存款四万多元，总计只有新台币十万元多一点点。这十万多一点点钱，除掉旅途往返，到长沙、北京游览，到江苏探望姐姐甥女一家等开支，我回台湾手中尚余约一千元美金外，其余的钱，实在不许我大胆要“大送其礼”。但对久别之各家手足骨肉至亲故旧，各赠薄金，以表“礼轻仁义重”的寸心，或亦不失为做人之正道。而且我的手足骨肉亲人，各家合起来，人便很多，如何能“大送其礼”呢？且亦为我的财力所不许。总之，我在江苏泰州和华容老家各处家人亲人之赠金薄礼，实在只是“聊表意思”而已（像我有位年近九十的老表姐王福莲，她是我二姑母的独女，以前一直住在尼庵里礼佛修行，中共到后，尼庵被没收，她被迫参加生产工作，到退休后，依其婆家晚辈生活。我由家人陪伴去拜候她时，用信封封了一百元外汇券送给她买点心吃，她是我姑母之女，和我也属血缘至亲。1949年春我去上学时，她五十岁不到，我前年回去看她，她快九十岁了，我送一百元外汇券给她买点心吃，似说不上是“大送其礼”了。此外我也代已死台湾的同母兄去探望其尚在人世的黄家兄姐诸侄辈亲人。自然也要代亡兄“千里送鹅毛”一番。）
038.答胡虚一老兄书.txt	39	risk	　　二、再说所谓“为亲人修新坟”，所谓“还花朋友送的钱，大修祖坟”云云，似更有对兄申说之必要。盖“还花朋友的钱”一语，自有承我兄赠金的钱在内也。其实我在老家探亲时，照乡俗礼数，我不得不从俗由家人陪伴到祖坟山，为先人扫墓一番。我没有“为亲人修新墓”，只是把分散在别处之先母遗骨（中共土改实施所谓田园化运动时，先母墓被工作人员移动，其骨骸被人和其他墓的骨骸混放在一大墓内，等家人知悉，已无法辨清。我那次回去上坟山扫墓，家人和我商谈此事后，大家决定将先母遗照旧物权做遗骸，合葬于先父墓内，并立碑以为纪念），和坟山上先父墓合冢而已。当时我因返台限期将近，无时在家乡亲办父母合冢之事，乃留下美金两百元，交由家人代我办妥此事。至于“大修祖坟”，更是没有的事。盖我家坟山，除墓田收归国有外，我家先人坟山，并无损坏，且家人每年清明都去扫墓培坟的，不需我用朋友的赠金去“大修祖坟”也。这点务请我兄明鉴是幸！
040.打官司的讨论.txt	75	risk	　　并且，纵使有了真名，又怎样？要赖还不是照赖。《自由中国》有所谓“陈怀琪事件”，有“陈怀琪”者写了文章来骂革命军人，后来又有“陈怀琪”者到法院告雷震说冒用了他的名字，弄得自由中国社大家哭笑不得。胡适先生还因此辞去发行人的职务。此事发生时，你年纪太小或没出生，或不清楚。当时胡适有一信留下，颇有施教作用，我传给你看：
040.打官司的讨论.txt	105	risk	　　你5月23日信上说：“依陈律师之分析，彼作者及报社皆要负毁谤责任，司法院二十三年院字第1143号之解释可供参考。”这一法律见解，据我所知，与现代法理发达的国家，颇有距离。《出版法》第15条、第38条有新闻纸“登载辩驳书”的规定，所谓辩驳书，就是双方你来我往的笔仗文字，都一体刊出，不可不登。这两条规定，基于一个重要的法律观念，就是对报刊登载文字的责任分担问题。发行人与作者究竟是该“连带的”负责，还是该“个别的”负责，文明国家的出版法律，都有明白的规定。这一规定的共同特点就是：发行人与作者并不同其责任，发行人多在不依受害人请求而为更正时候，才应依法处罚。这一观念，不在保护发行人个人，而在保护新闻自由；不在保护发行人个人的利益，而在保护因保护新闻自由而带来的大众利益。
041.胡秋原诽谤李敖，被判处拘役四十天.txt	17		　　胡秋原意图散布于众，自民国七十八年10月间起至七十九年6月止，即陆续在《中华杂志》上第二十七卷第三一五期至第二十八卷第三二三期中，署名发表一编题为《一个计划、一个谎言、一个劝告》论文，具体指摘自诉人“李敖卖殷海光、卖严侨……他的诈骗大家皆知，不必理他，以免增加臭豆腐销路”“我是基于这个问题之历史文化背景参加辩论，而文星与李敖等则是为了执行美国的陈诚计划”“由李敖负责变造文书”“一般的骗子只要将骗的东西到手就了事，所谓谋财不害命，李敖这骗子则不然，他捏造根本没有的东西……”“……殷海光的学生不附和他这个真小人的无赖”“李敖一面不谈他与彭明敏关系是要掩饰其汉奸卖国工作……”“他写了两本书诬谤，我也未计较，他在骗子评论上想害我，我还未计较，因为一个流氓造谣，值不得计较”及“李敖无赖，可以瞎说，诸位是大学教授，难道不懂大学的基本规定”等足以毁损自诉人名义之事，案经自诉人提起自诉。
041.胡秋原诽谤李敖，被判处拘役四十天.txt	25		　　（二）按《刑法》第310条所谓因自卫、自辩或保护合法之利益而善意发表言论行为不罚者，须行为人发表言论之动机、目的出诸善意而无毁损他人名誉之念者，始足当之；且所谓自卫、自辩，系以自我防卫、辩白所必要之言论为范围，如已逾越防卫、辩白必要之范围，积极攻击他人而与防卫、辩白无关之言论者，即不得邀该规定以为免责。经查：本件被告于上开《一个计划、一个谎言、一个劝告》论文中，提出攻击自诉人为“骗子”“真小人的无赖”“掩饰其汉奸卖国工作”“流氓造谣”等言论，显已逾越防卫、辩白之必要程度范围，其动机难谓无毁损自诉人名誉之念，自不能借该条规定以为免责。
041.胡秋原诽谤李敖，被判处拘役四十天.txt	27		　　又《刑法》第310条第3项所谓对于诽谤之事能证明其为真实而不罚者，亦须与私德或公共利益有关者，始足构成。本件被告仅以其所指摘之事项为自诉人于他案中自认为由，遽认被告所诽谤之事项为真实云云。但查被告所指摘之事项涉及自诉人之私德，亦非与公共利益有关，自非不罚之行为。是以综上所述，被告所辩，尚无理由，此外，复有《中华杂志》该期节录影本在卷可资佐证，被告犯行洵堪认定。
043.打官司的再讨论.txt	9		　　我相信您李先生的每一句话，却不相信所谓“苦茶庵主”的每一个小动作。接连三次以无头函件对我做种种令人发指的恶毒攻讦与下流毁辱，就已人格破产了，如今忽然来一个没头没脑宣称溜到北京的明信片，要相信其内容，又岂有可能？
044.讨论《北京法源寺》.txt	23		　　我昨夜突想：以目前岛内的素质与水准，如果台湾“独立成功”，建立的“国”，不知是什么样子的德性？所谓台面上的货色，视野如豆，在这人生的舞台，我看比阿尔巴尼亚还不如吧！
044.讨论《北京法源寺》.txt	39		　　《北京法源寺》是李敖第一部长篇小说。这么多年来，你以思想家、历史家看李敖，你错了，其实他更是文学家。奇情与思想，是文学家必要的条件，只有李敖具有这种条件。市面的所谓文学家，作品很菜，都是卖菜的。
044.讨论《北京法源寺》.txt	41		　　这段介绍词，百分之百是我心底话，我对《北京法源寺》的自我评价，的确如此。这个岛可怜的是，大家根本不晓得什么是文学作品，反倒整天把那些假货做真章，实令人好气好笑。《北京法源寺》的出版，将为中国小说立下新的里程碑，在世界小说中，也是独霸。不过，萧伯纳说读其所读令堂吉诃德君子人也，但信其所读令堂吉诃德疯人也（Reading made Don Quixote a gentleman, but believing what he read made him mad.）。我的《北京法源寺》，其此之谓乎？但你放心，这个世界，再也没有堂吉诃德那样真诚的读者了！——除非他是“愚人”。
048.宋英、黄信介等岂可违反傅正遗愿！.txt	7	risk	　　1975年间，雷震先生经其堂侄雷绍堂君介绍，向产权属河南省同乡会之南港坟山，以新台币两万元购得墓地五十坪，打算趁自己活着的时候，预先把墓穴做好。特找我去商量说：“我们夫妇于今都是风烛残年之人，来日无多了。我又害了随时向阎王报到的前列腺癌。万一不起，儿女多住外国，各人忙各人的事，一时赶不回来为我料理后事，怎么办？与其期待他们，不如自己来办，趁早为自己和老伴的后事，预做个未雨绸缪之计吧！现在墓地买定，五十坪也不算小。所以将来修建之墓园，我拟取名为‘自由中国社墓园’，待墓园做好，我们可把葬放在别处的罗鸿诏、戴杜衡、殷海光几位先生的骨骸，都迁葬在此。这样，大家生前在一起办《自由中国》杂志，死后又都一起葬在‘自由中国社墓园’，真是所谓‘生死之交’，岂不是一件很有意思的好事。我年岁大了，将来洽商包工做墓园，以及迁葬罗殷等人骨骸的事，有些工作，还得请你替我跑跑腿了。因你住得和我近，我找你帮忙，比较方便。”我自是唯命是从，故自他开始找墓工包商洽妥做墓，常亲去墓地监工，又购置并题写亡友的及自己夫妇的大理石墓碑，迨乎“自由墓园”完工，分别迁葬罗殷两人。及其亡儿德成君之骨骸等事，时约两年，我始终都是替雷老爷子帮忙跑腿的唯一朋友。那时，傅正先生和我都还只是知命之年，身体都尚健康。记得有一次我们在一起谈到墓地工程事，当说到应做的墓穴和墓碑数目时，我笑对雷说：“除了二老夫妇、德成，及罗殷两位者的共五个墓穴和墓碑外，最好还多预留出几个墓穴位置，您也可预先多题写几块墓碑，以备他日夏道平、宋文明、傅正，乃至胡某之需。”说得大家哈哈大笑。雷太太还对我说：“夏先生的，或可考虑，你和宋傅三人的，则不考虑。”大家又是一阵大笑。像这等笑谈“身后事”的情景，像昨日一般。傅正先生临死前，我一再对自由中国社的老友程积宽先生说：“你最好尽快向傅先生做建议：请他在尚活着、神志清明的时候，对他一旦不起的身后事，应效法雷公生前预修自己的墓园，预题自己的墓碑故事，先向其可以托付的至交好友，做好交代，免得将来为他料理后事的朋友，无所遵从。积宽兄，此事很要紧，也很迫切。事不宜迟，请你立即和他去谈。”
